US_CPI,date,US LT (20Y) Corporate Bonds (TR),US LT (20Y) Government Bonds (TR),US Intermediate-term (5Y) Government Bonds (TR),US (30-Day) Treasury Bills,AUSTRALIA Standard (Large+Mid Cap),EUROPE Standard (Large+Mid Cap),GERMANY Standard (Large+Mid Cap),HONG KONG Standard (Large+Mid Cap),JAPAN Standard (Large+Mid Cap),UNITED KINGDOM Standard (Large+Mid Cap),Gold Return,CANADA Standard (Large+Mid Cap),US Large-Cap Stocks (TR),US Small-Cap Stocks (TR)
0.0892,1981-12-01,-0.057999999999999996,-0.0713,-0.0142,0.0087,-0.016,-0.0339,-0.0441,-0.0385,0.016,-0.0419,-0.040999999999999995,-0.0487,-0.0256,-0.022000000000000002
0.0839,1982-01-01,-0.0129,0.0046,0.005,0.008,-0.1106,0.0143,-0.0098,-0.011000000000000001,-0.0169,0.0471,-0.0264,-0.0881,-0.0131,-0.0196
0.0762,1982-02-01,0.0312,0.0182,0.0148,0.0092,-0.107,-0.0392,-0.0125,-0.1238,-0.0798,-0.073,-0.063,-0.0776,-0.0559,-0.0296
0.0678,1982-03-01,0.0306,0.0231,0.0042,0.0098,-0.0769,-0.0033,0.011000000000000001,-0.0681,-0.0962,0.016,-0.1175,-0.0601,-0.0052,-0.0086
0.0651,1982-04-01,0.0338,0.0373,0.0299,0.0113,0.1271,0.0301,0.0355,0.1743,0.0888,0.0241,0.1289,-0.0084,0.0452,0.0383
0.0668,1982-05-01,0.0245,0.0034,0.0146,0.0106,-0.0145,-0.0013,-0.0221,0.0931,-0.0385,0.0321,-0.0997,-0.0206,-0.0341,-0.0248
0.0706,1982-06-01,-0.0468,-0.0223,-0.0135,0.0096,-0.0879,-0.0812,-0.0674,-0.1226,-0.0604,-0.0641,-0.0238,-0.1355,-0.015,-0.0159
0.0644,1982-07-01,0.054000000000000006,0.0501,0.0464,0.0105,-0.0357,0.0206,0.0018,-0.0686,-0.0374,0.035,0.08,0.0647,-0.0178,-0.0015
0.0585,1982-08-01,0.0837,0.0781,0.0469,0.0076,0.0203,0.0056,-0.0272,-0.1283,0.0055,0.0148,0.2001,0.1786,0.1214,0.0698
0.0504,1982-09-01,0.0623,0.0618,0.0325,0.0051,0.0223,0.0224,0.0418,-0.1345,-0.0384,0.0464,-0.0352,-0.0131,0.0125,0.0327
0.0514,1982-10-01,0.0759,0.0634,0.0531,0.0059,-0.0018,0.012,-0.022000000000000002,-0.2103,0.0036,0.0176,0.0661,0.1132,0.1151,0.1305
0.0459,1982-11-01,0.0201,-0.0002,0.008,0.0063,-0.0145,0.0157,0.0558,-0.0508,0.1851,-0.0283,0.0301,0.0145,0.0404,0.0779
0.0383,1982-12-01,0.0108,0.0312,0.0185,0.0067,0.0381,0.05,0.1153,0.1599,0.1134,0.0135,0.0479,0.0904,0.0193,0.0132
0.0371,1983-01-01,-0.0094,-0.0309,0.0007,0.0069,0.1033,0.0015,-0.0372,0.11599999999999999,-0.0415,-0.0159,0.0932,0.0306,0.0372,0.0628
0.036000000000000004,1983-03-01,0.0072,-0.0094,-0.0049,0.0063,-0.0622,0.0502,0.1293,-0.0443,0.0399,0.0132,0.0153,0.0248,0.0369,0.0525
0.039,1983-04-01,0.0548,0.035,0.0259,0.0071,0.1604,0.0814,0.0493,-0.0017,0.021,0.1405,0.035,0.10400000000000001,0.0788,0.0767
0.0355,1983-05-01,-0.0324,-0.0386,-0.0122,0.0069,0.0674,-0.0105,-0.0786,-0.1269,0.0021,0.0288,0.0192,0.0243,-0.0087,0.087
0.0379,1983-12-01,-0.0033,-0.0059,0.0047,0.0073,0.0232,0.0074,0.0069,0.0371,0.0769,0.0011,-0.0558,-0.0003,-0.0052,-0.0145
0.0419,1984-01-01,0.027000000000000003,0.0244,0.0177,0.0076,-0.0036,0.0402,0.0004,0.2735,0.0467,0.0386,-0.0226,-0.0481,-0.0056,-0.0008
0.046,1984-02-01,-0.0172,-0.0178,-0.0064,0.0071,-0.0351,0.0281,0.0354,-0.0369,-0.0031,0.0393,0.0548,-0.0107,-0.0352,-0.0645
0.048,1984-03-01,-0.0235,-0.0156,-0.0035,0.0073,0.0387,0.0262,0.0031,-0.0372,0.1803,0.0384,-0.0146,-0.0304,0.0173,0.0174
0.0456,1984-04-01,-0.0073,-0.0106,-0.0003,0.0081,-0.0092,-0.0135,-0.0367,0.0227,-0.0219,-0.0058,-0.0327,-0.0265,0.0095,-0.0085
0.0423,1984-05-01,-0.0483,-0.0516,-0.025,0.0078,-0.1612,-0.073,-0.0473,-0.0997,-0.12300000000000001,-0.1034,0.0225,-0.0432,-0.0554,-0.0521
0.0422,1984-06-01,0.0199,0.015,0.0099,0.0075,-0.0129,-0.0018,0.0065,-0.015,0.0045,0.0067,-0.0291,-0.0192,0.0217,0.03
0.042,1984-07-01,0.0586,0.0693,0.0393,0.0082,0.0011,-0.0658,-0.1013,-0.1063,-0.0707,-0.0595,-0.0823,-0.0301,-0.0124,-0.042
0.0429,1984-08-01,0.0307,0.0266,0.0101,0.0083,0.1003,0.0846,0.0598,0.1738,0.0856,0.10099999999999999,0.0172,0.1456,0.1104,0.0998
0.0427,1984-09-01,0.0314,0.0343,0.0202,0.0086,-0.0127,-0.015,0.0155,0.0833,-0.0044,-0.0175,-0.0129,-0.0096,0.0002,0.0027
0.0426,1984-10-01,0.0572,0.0561,0.0383,0.01,0.0364,0.0023,0.0262,0.0139,0.0492,-0.0052,-0.0298,-0.0184,0.0039,-0.0217
0.0405,1984-11-01,0.0212,0.0118,0.0192,0.0073,0.0069,-0.0029,-0.0105,0.11199999999999999,0.0067,0.021,-0.0135,0.0004,-0.0112,-0.0336
0.0395,1984-12-01,0.0128,0.0091,0.0143,0.0064,-0.0715,0.0071,0.0004,0.0712,0.0382,0.0132,-0.0629,0.0159,0.0263,0.015
0.0353,1985-01-01,0.0325,0.0364,0.0206,0.0065,0.0614,0.046,0.0412,0.1485,-0.0052,0.0219,-0.0054,0.0796,0.0779,0.1059
0.0352,1985-02-01,-0.0373,-0.0493,-0.0179,0.0058,-0.096,-0.0417,-0.0322,0.0072,0.0326,-0.0527,-0.0616,-0.0421,0.0122,0.0272
0.037000000000000005,1985-03-01,0.0179,0.0307,0.0166,0.0062,0.0257,0.1154,0.0971,0.001,0.0569,0.1596,0.1442,0.0252,0.0007,-0.0214
0.0369,1985-04-01,0.0296,0.0242,0.0264,0.0072,-0.0152,0.0287,0.0424,0.10300000000000001,-0.0343,0.0248,-0.024,0.005,-0.0009,-0.0174
0.0377,1985-05-01,0.08199999999999999,0.0896,0.0485,0.0066,0.0229,0.0521,0.102,0.0562,0.0348,0.0509,-0.0229,0.0311,0.0578,0.0276
0.0376,1985-06-01,0.0083,0.0142,0.0108,0.0055,0.0045,0.0118,0.0863,-0.0098,0.045,-0.0332,0.0119,-0.0062,0.0157,0.0106
0.0355,1985-07-01,-0.0121,-0.018000000000000002,-0.0045,0.0062,0.1788,0.0942,0.033,0.0717,0.0049,0.1245,0.0307,0.0472,-0.0015,0.026000000000000002
0.0351,1985-11-01,0.037000000000000005,0.0401,0.0195,0.0061,-0.06,0.0782,0.0131,0.034,0.0148,0.0778,0.0006,0.0643,0.0686,0.062
0.038,1985-12-01,0.0469,0.0541,0.0257,0.0065,0.0137,0.0436,0.1611,0.0265,0.0591,-0.0406,0.0046,0.0033,0.0484,0.047
0.0389,1986-01-01,0.0045,-0.0025,0.0082,0.0056,0.1279,0.0191,0.0382,-0.022000000000000002,0.0276,0.0008,0.0725,-0.0437,0.0056,0.0112
0.0378,1987-04-01,-0.0502,-0.0473,-0.0244,0.0044,0.0337,0.0391,0.0046,-0.0332,0.1573,0.0668,0.0766,-0.0262,-0.0089,-0.0313
0.0386,1987-05-01,-0.0052,-0.0105,-0.0038,0.0038,0.0332,-0.0056,-0.0325,0.1232,-0.0018,0.0566,-0.005,-0.0052,0.0087,-0.0039
0.0365,1987-06-01,0.0155,0.0098,0.0122,0.0048,0.0216,0.0285,0.0655,0.0934,-0.0741,0.0344,-0.0082,0.0307,0.0505,0.0266
0.0393,1987-07-01,-0.0119,-0.0178,0.0025,0.0046,0.1129,0.0336,0.0399,0.0973,-0.035,0.0207,0.034,0.0844,0.0507,0.0364
0.0428,1987-08-01,-0.0075,-0.0165,-0.0038,0.0047,0.094,0.0083,0.0401,0.0445,0.1246,-0.0206,-0.0197,-0.0003,0.0373,0.0287
0.0436,1987-09-01,-0.0422,-0.0369,-0.0141,0.0045,0.0367,0.0065,-0.0413,0.0799,-0.0354,0.0513,0.0135,-0.0143,-0.0219,-0.0081
0.0453,1987-10-01,0.0507,0.0623,0.0299,0.006,-0.4457,-0.1901,-0.1761,-0.4344,-0.0751,-0.2153,0.0202,-0.2208,-0.2154,-0.2919
0.0453,1987-11-01,0.0125,0.0037,0.0083,0.0035,0.0988,-0.044000000000000004,-0.0967,-0.0294,0.0399,-0.0451,0.0506,-0.0252,-0.0824,-0.0397
0.0443,1987-12-01,0.0212,0.0165,0.0093,0.0039,0.0358,0.0582,0.0197,0.0878,0.0129,0.1217,-0.0171,0.0749,0.0761,0.052000000000000005
0.0405,1988-01-01,0.0517,0.0666,0.0316,0.0029,-0.0614,-0.040999999999999995,-0.1215,0.0293,0.0538,-0.0066,-0.0539,-0.0137,0.0421,0.0556
0.0394,1988-02-01,0.0138,0.0052,0.0123,0.0046,0.0097,0.0588,0.1593,0.0216,0.0755,-0.0037,-0.0695,0.0659,0.0466,0.076
0.0393,1988-03-01,-0.0188,-0.0307,-0.0086,0.0044,0.1732,0.0275,-0.0009,0.0603,0.0753,0.0478,0.0723,0.0453,-0.0309,0.0408
0.039,1988-04-01,-0.0149,-0.016,-0.0044,0.0046,0.0624,0.0186,-0.0166,0.0246,0.0104,0.0268,-0.0174,0.016,0.0111,0.0209
0.0389,1988-05-01,-0.0057,-0.0102,-0.0049,0.0051,0.1492,-0.0187,-0.0117,-0.0271,-0.0452,-0.0287,0.0145,-0.0372,0.0086,-0.0179
0.0396,1988-06-01,0.0379,0.0368,0.0181,0.0049,-0.0324,-0.0101,0.002,0.0819,-0.0377,-0.0325,-0.0416,0.0842,0.0459,0.0612
0.0413,1988-07-01,-0.0111,-0.017,-0.0047,0.0051,0.0617,0.0022,0.0088,0.0158,0.0458,0.0098,0.0006,-0.0188,-0.0038,-0.0025
0.0402,1988-08-01,0.0054,0.0058,-0.0009,0.0059,-0.0271,-0.0454,-0.0072,-0.0813,-0.0755,-0.0674,-0.0207,-0.0523,-0.0339,-0.0246
0.0417,1988-09-01,0.0326,0.0345,0.0196,0.0062,-0.0317,0.0544,0.07400000000000001,0.0084,0.0431,0.0489,-0.0726,0.0214,0.0426,0.0227
0.0425,1988-10-01,0.0273,0.0308,0.0148,0.0061,0.0696,0.0927,0.1055,0.0779,0.0834,0.0794,0.0396,0.033,0.0278,-0.0123
0.0425,1988-11-01,-0.0169,-0.0196,-0.0115,0.0057,-0.0213,0.0123,-0.0063,0.0326,0.0889,0.0109,0.0247,-0.0045,-0.0143,-0.0437
0.0442,1988-12-01,0.0039,0.011000000000000001,-0.001,0.0063,-0.0082,0.0053,0.03,0.0171,0.0057,-0.0178,-0.0292,0.0284,0.0174,0.0394
0.0467,1989-01-01,0.0202,0.0203,0.0121,0.0055,0.0919,0.0363,-0.0478,0.1407,0.003,0.1132,-0.0396,0.0824,0.0732,0.0404
0.0483,1989-02-01,-0.0129,-0.0179,-0.0051,0.0061,-0.1501,-0.0114,0.0011,-0.0087,0.0193,-0.0259,-0.0178,-0.0318,-0.0249,0.0083
0.0498,1989-03-01,0.0064,0.0122,0.0049,0.0067,0.0181,0.0072,-0.0188,0.0023,-0.0349,0.0064,-0.0098,0.0111,0.0233,0.0358
0.0512,1989-04-01,0.0213,0.0159,0.022000000000000002,0.0067,0.0139,0.0278,0.0499,0.0455,-0.0016,0.0141,-0.0147,0.0265,0.0519,0.0279
0.0536,1989-05-01,0.0379,0.0401,0.0212,0.0079,-0.0262,-0.0512,-0.0354,-0.1138,-0.0566,-0.0697,-0.0417,0.006999999999999999,0.0405,0.0362
0.0517,1989-06-01,0.0395,0.055,0.0324,0.0071,0.0102,0.0412,0.077,-0.18,-0.0448,0.0082,0.031,0.0237,-0.0057,-0.0201
0.0498,1989-07-01,0.0178,0.0238,0.0235,0.006999999999999999,0.0878,0.1177,0.1017,0.1345,0.1326,0.1511,-0.0126,0.0772,0.0903,0.0407
0.0471,1989-08-01,-0.0163,-0.0259,-0.0246,0.0074,0.0842,-0.0125,-0.0126,-0.0308,-0.069,-0.0233,-0.0231,0.0154,0.0195,0.0122
0.0434,1989-09-01,0.004,0.0019,0.0069,0.0065,-0.0013,0.0172,0.0437,0.1245,0.0637,-0.0054,0.0186,-0.016,-0.0041,0.0
0.0449,1989-10-01,0.0276,0.0379,0.0237,0.0068,-0.0418,-0.0656,-0.047,-0.0064,-0.0262,-0.0947,0.024,0.0,-0.0232,-0.0604
0.0466,1989-11-01,0.006999999999999999,0.0078,0.0084,0.0069,-0.0236,0.0555,0.1026,0.009000000000000001,0.051,0.0534,0.0875,0.01,0.0204,-0.0051
0.0465,1989-12-01,0.0006,-0.0006,0.0012,0.0061,0.0524,0.1076,0.2019,0.0154,-0.0018,0.10099999999999999,-0.0234,0.0198,0.024,-0.0134
0.052000000000000005,1990-01-01,-0.0191,-0.0343,-0.0105,0.0057,-0.0076,-0.0027,0.0297,-0.0301,-0.0602,0.0067,0.0413,-0.0922,-0.0671,-0.0764
0.0526,1990-02-01,-0.0012,-0.0025,0.0007,0.0057,-0.069,-0.024,-0.0204,0.0811,-0.1034,-0.0273,-0.0177,0.0018,0.0129,0.0187
0.0523,1990-03-01,-0.0011,-0.0044,0.0002,0.0064,-0.025,0.0141,0.0963,0.0228,-0.1939,-0.0289,-0.0961,0.0086,0.0265,0.0368
0.0471,1990-04-01,-0.0191,-0.0202,-0.0077,0.0069,-0.0673,-0.0266,-0.0689,-0.006999999999999999,0.0126,-0.0642,-0.002,-0.0751,-0.0249,-0.0266
0.0436,1990-05-01,0.0385,0.0415,0.0261,0.0068,0.0918,0.0814,0.0118,0.0761,0.1431,0.149,-0.0128,0.0733,0.0975,0.0561
0.0467,1990-06-01,0.0216,0.023,0.0151,0.0063,0.0432,0.0351,0.0429,0.0426,-0.0467,0.0595,-0.0299,-0.0039,-0.0067,0.0144
0.0482,1990-07-01,0.0102,0.0107,0.0174,0.0068,0.048,0.0422,0.0726,0.0534,-0.0135,0.0431,0.0571,0.0203,-0.0032,-0.0382
0.0562,1990-08-01,-0.0292,-0.0419,-0.0092,0.0066,-0.0156,-0.0992,-0.1487,-0.1128,-0.0973,-0.0532,0.0415,-0.0512,-0.0904,-0.1296
0.0616,1990-09-01,0.0091,0.0117,0.0094,0.006,-0.0569,-0.1178,-0.1768,-0.11,-0.1636,-0.0888,0.0533,-0.0446,-0.0487,-0.0829
0.0629,1990-10-01,0.0132,0.0215,0.0171,0.0068,-0.0923,0.0843,0.1291,0.0878,0.2424,0.0808,-0.0708,-0.0311,-0.0043,-0.0572
0.0627,1990-11-01,0.0285,0.0402,0.0193,0.0057,0.0016,0.01,0.0199,-0.0022,-0.1202,0.0545,0.0141,0.0267,0.0646,0.045
0.0611,1990-12-01,0.0167,0.0187,0.0161,0.006,-0.0257,-0.0145,-0.0362,0.0121,0.047,-0.0073,0.0035,0.0429,0.0279,0.0194
0.0565,1991-01-01,0.015,0.013000000000000001,0.0107,0.0052,0.0578,0.0336,0.0269,0.0763,0.0284,0.0379,-0.0523,-0.0004,0.0436,0.0841
0.0531,1991-02-01,0.0121,0.003,0.0048,0.0048,0.0732,0.0875,0.07,0.1012,0.1261,0.0812,-0.009000000000000001,0.0665,0.0715,0.1113
0.049,1991-03-01,0.0108,0.0038,0.0023,0.0044,0.015,-0.067,-0.1341,0.0618,-0.0622,-0.0524,-0.0194,-0.0019,0.0242,0.068
0.0489,1991-04-01,0.0138,0.013999999999999999,0.0117,0.0053,0.0791,-0.0105,0.0346,-0.026000000000000002,0.0249,-0.013000000000000001,0.0059,0.0108,0.0024,0.0034
0.0495,1991-05-01,0.0039,0.0,0.0059,0.0047,-0.0296,0.0295,0.0645,0.0435,-0.0046,0.0068,0.0074,0.0357,0.0431,0.0334
0.047,1991-06-01,-0.0018,-0.0063,-0.0023,0.0042,0.0122,-0.084,-0.0934,-0.003,-0.07200000000000001,-0.0843,0.0221,-0.0246,-0.0458,-0.0485
0.0445,1991-07-01,0.0167,0.0157,0.0129,0.0049,0.0622,0.0693,0.0334,0.0945,0.0309,0.11699999999999999,-0.0149,0.016,0.0466,0.0407
0.038,1991-08-01,0.0275,0.034,0.0247,0.0046,-0.0072,0.0182,0.0127,0.0015,-0.0552,0.0257,-0.0426,0.0115,0.0237,0.0261
0.0376,2000-03-01,0.0169,0.0367,0.0203,0.0047,-0.0087,0.0241,-0.0161,0.0269,0.0825,0.0737,-0.0576,0.0893,0.0978,-0.0751
0.0373,2000-06-01,0.0326,0.0244,0.0191,0.004,0.1445,0.0215,-0.0029,0.0778,0.0687,0.0093,0.0584,0.1256,0.0247,0.1368
0.0366,2000-07-01,0.0179,0.0173,0.0072,0.0048,-0.0608,-0.016,-0.0038,0.0679,-0.1152,0.0068,-0.0396,0.0303,-0.0156,-0.0322
0.0373,2001-01-01,0.0359,0.0005,0.0098,0.0054,0.0404,0.0005,0.0373,0.0292,-0.0119,-0.0165,-0.0363,0.0488,0.0355,0.138
0.0353,2001-02-01,0.0127,0.0191,0.0105,0.0038,-0.0457,-0.0878,-0.0813,-0.0228,-0.045,-0.0662,0.0083,-0.1595,-0.0912,-0.0702
0.0362,2001-05-01,0.0132,0.0037,-0.0007,0.0032,0.0057,-0.0488,-0.0636,-0.0113,-0.0024,-0.0333,0.0165,0.0184,0.0067,0.096
0.0352,2004-11-01,-0.02,-0.0234,-0.0127,0.0015,0.084,0.0734,0.0882,0.0911,0.0483,0.0647,0.0654,0.0407,0.0405,0.0897
0.0351,2005-04-01,0.0327,0.0373,0.0167,0.0021,-0.0161,-0.0253,-0.0461,0.0423,-0.0257,-0.0105,0.0192,-0.0543,-0.019,-0.0622
0.0364,2005-08-01,0.0233,0.0333,0.0161,0.003,0.0078,0.0149,0.0032,-0.0105,0.0696,0.0298,0.0099,0.059000000000000004,-0.0091,-0.0139
0.0469,2005-09-01,-0.031,-0.0338,-0.0124,0.0029,0.0723,0.0243,0.0226,0.0316,0.1033,0.0177,0.0923,0.0599,0.0081,0.0061
0.0435,2005-10-01,-0.0204,-0.0196,-0.0063,0.0027,-0.0622,-0.0315,-0.0309,-0.0652,-0.012,-0.0305,-0.0053,-0.0722,-0.0167,-0.0281
0.0399,2006-01-01,-0.0093,-0.0118,-0.0036,0.0035,0.0712,0.0653,0.0845,0.0545,0.0504,0.0596,0.1087,0.0877,0.0265,0.0914
0.036000000000000004,2006-02-01,0.0128,0.0238,-0.0017,0.0034,-0.0155,0.0008,0.0051,0.0018,-0.0085,-0.0066,-0.0224,-0.0183,0.0027,0.0025
0.0355,2006-04-01,-0.0224,-0.0247,-0.0008,0.0036,0.0917,0.0511,0.0491,0.0561,0.0291,0.0593,0.1065,0.0487,0.0134,-0.0041
0.0417,2006-05-01,-0.002,0.001,-0.0004,0.0043,-0.055999999999999994,-0.0276,-0.0405,-0.0563,-0.0622,-0.0193,0.013999999999999999,-0.0267,-0.0288,-0.0589
0.0432,2006-06-01,0.0039,0.0092,0.0022,0.004,0.0063,0.0033,-0.01,0.0027,-0.0111,0.01,-0.0605,-0.0161,0.0014,-0.0089
0.0415,2006-07-01,0.0237,0.0199,0.0125,0.004,0.0122,0.0152,-0.0035,0.0174,-0.0055,0.0229,0.031,0.0028,0.0062,-0.0345
0.0382,2006-08-01,0.0361,0.0299,0.0135,0.0042,0.0286,0.0316,0.0364,0.0354,0.015,0.0242,-0.0142,0.04,0.0238,0.0278
0.0354,2007-10-01,0.0088,0.0155,-0.0048,0.0032,0.0753,0.0466,0.0465,0.1098,-0.0038,0.0602,0.0626,0.0936,0.0159,0.017
0.0431,2007-11-01,0.0079,0.0468,0.0425,0.0034,-0.0756,-0.032,-0.0124,-0.0364,-0.0183,-0.0538,-0.0076,-0.1112,-0.0418,-0.0842
0.0408,2007-12-01,0.0028,-0.0029,0.0048,0.0027,-0.0358,-0.0175,0.0168,0.0019,-0.0396,-0.0269,0.0641,0.0271,-0.0069,-0.0006
0.0428,2008-01-01,0.0017,0.0213,0.0263,0.0021,-0.0922,-0.1043,-0.1384,-0.1165,-0.0457,-0.0893,0.1073,-0.0639,-0.06,-0.0765
0.0403,2008-02-01,-0.0071,0.0018,0.0234,0.0013,0.0297,0.0161,0.0132,-0.0223,0.0069,0.0041,0.0523,0.0616,-0.0325,-0.0314
0.0398,2008-03-01,-0.0059,0.0106,0.0073,0.0017,-0.0558,0.0042,0.0109,-0.0611,-0.0406,-0.0215,-0.0391,-0.0553,-0.0043,0.0031
0.0394,2008-04-01,0.0091,-0.0288,-0.0293,0.0018,0.0845,0.0453,0.0438,0.0816,0.0727,0.0647,-0.067,0.0705,0.0487,0.0207
0.0418,2008-05-01,-0.0277,-0.0164,-0.0084,0.0018,0.0229,0.0044,0.0157,-0.0055,0.0252,-0.006,0.0169,0.0757,0.013000000000000001,0.0398
0.0502,2008-06-01,-0.0061,0.022000000000000002,0.0075,0.0017,-0.0623,-0.087,-0.0795,-0.1068,-0.0682,-0.0627,0.0502,-0.0363,-0.0843,-0.0905
0.055999999999999994,2008-07-01,-0.0109,-0.0025,0.0064,0.0015,-0.0701,-0.0287,-0.0105,-0.0147,-0.0341,-0.040999999999999995,-0.0132,-0.0699,-0.0084,0.0448
0.0537,2008-08-01,0.0121,0.0242,0.0104,0.0013,-0.0432,-0.0394,-0.0611,-0.0534,-0.0398,-0.0322,-0.0926,-0.0198,0.0145,0.0338
0.0494,2008-09-01,-0.0863,0.0112,0.0085,0.0015,-0.1746,-0.1508,-0.145,-0.1736,-0.1121,-0.1485,0.0618,-0.1423,-0.0891,-0.0737
0.0366,2008-10-01,-0.045,-0.0383,0.0146,0.0008,-0.2553,-0.2124,-0.2297,-0.2127,-0.1478,-0.1896,-0.1738,-0.27,-0.1679,-0.2071
0.0357,2011-05-01,0.0257,0.0355,0.0179,0.0,-0.0502,-0.033,-0.0624,0.0056,-0.0163,-0.0218,0.0007,-0.0306,-0.0113,-0.0192
0.0356,2011-06-01,-0.021,-0.0179,-0.0001,0.0,-0.0106,-0.0192,0.0198,-0.039,0.0146,-0.0288,-0.0202,-0.0286,-0.0167,-0.0216
0.0363,2011-07-01,0.0473,0.0422,0.0202,0.0,-0.022000000000000002,-0.0339,-0.0389,0.0202,0.0354,0.0007,0.0817,-0.0215,-0.0203,-0.0269
0.0377,2011-08-01,0.024,0.0862,0.021,0.0001,-0.0442,-0.1002,-0.1858,-0.061,-0.0813,-0.0731,0.1136,-0.0356,-0.0543,-0.0893
0.0387,2011-09-01,0.0575,0.0704,0.0008,0.0,-0.1462,-0.1098,-0.1182,-0.1639,-0.0165,-0.0879,-0.1067,-0.1413,-0.0703,-0.1058
0.0353,2011-10-01,0.0094,-0.0306,0.0009,0.0,0.1701,0.121,0.161,0.1254,-0.0025,0.1206,0.063,0.1042,0.1093,0.1543
0.0416,2021-04-01,0.0222,0.0238,0.0093,0.0,0.0493,0.0454,0.0338,0.031,-0.0152,0.0438,0.0453,0.0441,0.0534,0.0162
0.0499,2021-05-01,0.0045,0.0001,0.0028,0.0,0.0325,0.0417,0.0307,0.0132,0.0156,0.0401,0.0748,0.0544,0.006999999999999999,0.0309
0.0539,2021-06-01,0.0442,0.0284,0.0003,0.0,-0.0136,-0.0136,-0.0175,-0.0184,-0.0029,-0.024,-0.07200000000000001,-0.0005,0.0233,-0.0021
0.0537,2021-07-01,0.0239,0.0305,0.004,0.0,-0.0132,0.0185,0.0009,-0.0288,-0.0127,0.0091,0.0355,-0.0011,0.0238,-0.0232
0.0525,2021-08-01,-0.0045,-0.0035,0.0004,0.0,0.0145,0.0151,0.0133,-0.0068,0.0307,0.0085,-0.006,0.002,0.0304,0.0198
0.0539,2021-09-01,-0.0194,-0.025,-0.0078,0.0,-0.0314,-0.0478,-0.055999999999999994,-0.0609,0.0275,-0.0203,-0.0397,-0.0261,-0.0465,-0.0153
0.0622,2021-10-01,0.0159,0.0051,-0.0079,0.0,0.0392,0.045,0.0216,0.0132,-0.0336,0.0401,0.0151,0.0761,0.0701,0.0442
0.0681,2021-11-01,0.0094,0.021,0.002,0.0,-0.0652,-0.0516,-0.0652,-0.0532,-0.0247,-0.0536,0.0199,-0.0489,-0.0069,-0.0183
0.0704,2021-12-01,,,,,0.051,0.066,0.0558,0.0054,0.0189,0.073,0.0008,0.0472,,
